id,type,title,url,slug,service,city,word_count,unique_word_count,boilerplate_ratio,h1,h2,h3,template_family_size,similar_to,similarity_kind,hamming,issue_flags,issue_categories,primary_issue,observations
971,post,شركة تركيب فواصل زجاجية وألومنيوم في الرستاق,https://rukn-eltatawer.com/om/glass-aluminium-partitions-rustaq/,glass-aluminium-partitions-rustaq,glass-aluminium-partitions,rustaq,2120,1321,0.377,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
156,post,شركة تنظيف حمامات في مسقط,https://rukn-eltatawer.com/om/bathroom-cleaning-muscat/,bathroom-cleaning-muscat,bathroom-cleaning,muscat,2309,1289,0.442,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
979,post,شركة تركيب زجاج وألوميتال في الرستاق,https://rukn-eltatawer.com/om/glass-alumetal-rustaq/,glass-alumetal-rustaq,glass-alumetal,rustaq,2068,1288,0.377,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1187,post,شركة إنشاء جلسات حدائق في الرستاق,https://rukn-eltatawer.com/om/garden-seating-rustaq/,garden-seating-rustaq,garden-seating,rustaq,2179,1251,0.426,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 43%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1147,post,شركة تنظيف وتزيين الحدائق في الرستاق,https://rukn-eltatawer.com/om/garden-cleaning-rustaq/,garden-cleaning-rustaq,garden-cleaning,rustaq,2191,1237,0.435,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content|missing_meta,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى. صورة بارزة مفقودة أو مكررة (id=246)."
1283,post,شركة تخزين أثاث في الرستاق,https://rukn-eltatawer.com/om/furniture-storage-rustaq/,furniture-storage-rustaq,furniture-storage,rustaq,2057,1346,0.346,0,20,13,1,https://rukn-eltatawer.com/om/indoor-moving-nizwa/,cross-service-duplicate,8,duplicate_similar|unexpanded_shortcodes|tel_in_content,Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Duplicate/Similar,"تشابه مرتفع (hamming=8, cross-service-duplicate) مع https://rukn-eltatawer.com/om/indoor-moving-nizwa/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1571,post,شركة شحن أثاث في الرستاق,https://rukn-eltatawer.com/om/furniture-shipping-rustaq/,furniture-shipping-rustaq,furniture-shipping,rustaq,2080,1315,0.368,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 37%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
172,post,شركة تنظيف خزانات مياه في البريمي,https://rukn-eltatawer.com/om/water-tank-cleaning-al-buraimi/,water-tank-cleaning-al-buraimi,water-tank-cleaning,al-buraimi,2208,1261,0.429,0,20,13,1,https://rukn-eltatawer.com/om/office-cleaning-al-buraimi/,cross-service-duplicate,8,template_boilerplate|duplicate_similar|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Duplicate/Similar | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 43%. تشابه مرتفع (hamming=8, cross-service-duplicate) مع https://rukn-eltatawer.com/om/office-cleaning-al-buraimi/. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1267,post,شركة تغليف أثاث احترافي في الرستاق,https://rukn-eltatawer.com/om/furniture-packaging-rustaq/,furniture-packaging-rustaq,furniture-packaging,rustaq,2097,1263,0.398,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 40%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1251,post,شركة نقل عفش مع التغليف في الرستاق,https://rukn-eltatawer.com/om/furniture-moving-packaging-rustaq/,furniture-moving-packaging-rustaq,furniture-moving-packaging,rustaq,2145,1341,0.375,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1275,post,شركة تركيب وفك الأثاث في الرستاق,https://rukn-eltatawer.com/om/furniture-assembly-rustaq/,furniture-assembly-rustaq,furniture-assembly,rustaq,2124,1331,0.373,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 37%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
587,post,شركة صيانة ثلاجات في الرستاق,https://rukn-eltatawer.com/om/fridge-maintenance-rustaq/,fridge-maintenance-rustaq,fridge-maintenance,rustaq,2071,1215,0.413,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 41%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
955,post,شركة تركيب سجاد أرضيات في الرستاق,https://rukn-eltatawer.com/om/floor-carpeting-rustaq/,floor-carpeting-rustaq,floor-carpeting,rustaq,2112,1268,0.4,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 40%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
170,post,شركة تنظيف خزانات مياه في عبري,https://rukn-eltatawer.com/om/water-tank-cleaning-ibri/,water-tank-cleaning-ibri,water-tank-cleaning,ibri,2216,1250,0.436,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1387,post,شركة مكافحة البراغيث في الرستاق,https://rukn-eltatawer.com/om/flea-control-rustaq/,flea-control-rustaq,flea-control,rustaq,2187,1405,0.358,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 36%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
939,post,شركة تركيب أسقف جبسية / فورسيلنج في الرستاق,https://rukn-eltatawer.com/om/false-ceiling-rustaq/,false-ceiling-rustaq,false-ceiling,rustaq,2325,1347,0.421,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1587,post,شركة شحن طرود سريعة في الرستاق,https://rukn-eltatawer.com/om/express-parcel-shipping-rustaq/,express-parcel-shipping-rustaq,express-parcel-shipping,rustaq,2146,1376,0.359,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 36%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
539,post,شركة صيانة مصاعد في الرستاق,https://rukn-eltatawer.com/om/elevator-maintenance-rustaq/,elevator-maintenance-rustaq,elevator-maintenance,rustaq,2069,1296,0.374,0,20,12,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 37%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1707,post,شركة رش بويات كهربائي في الرستاق,https://rukn-eltatawer.com/om/electric-spray-painting-rustaq/,electric-spray-painting-rustaq,electric-spray-painting,rustaq,2186,1409,0.355,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 36%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
171,post,شركة تنظيف خزانات مياه في الرستاق,https://rukn-eltatawer.com/om/water-tank-cleaning-rustaq/,water-tank-cleaning-rustaq,water-tank-cleaning,rustaq,2246,1135,0.495,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 50%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
603,post,شركة صيانة نشافات في الرستاق,https://rukn-eltatawer.com/om/dryer-maintenance-rustaq/,dryer-maintenance-rustaq,dryer-maintenance,rustaq,2092,1226,0.414,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 41%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
995,post,شركة تركيب أبواب في الرستاق,https://rukn-eltatawer.com/om/doors-installation-rustaq/,doors-installation-rustaq,doors-installation,rustaq,2072,1197,0.422,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1595,post,شركة شحن داخلي داخل في الرستاق,https://rukn-eltatawer.com/om/domestic-shipping-rustaq/,domestic-shipping-rustaq,domestic-shipping,rustaq,2186,1356,0.38,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
79,post,شركة تنظيف فلل في صور,https://rukn-eltatawer.com/om/villa-cleaning-sur/,villa-cleaning-sur,villa-cleaning,sur,2214,1214,0.452,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 45%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1041,post,شركة بناء استراحات في صور,https://rukn-eltatawer.com/om/majlis-building-sur/,majlis-building-sur,majlis-building,sur,2148,1206,0.439,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1393,post,شركة مكافحة الوزغ (البرص) في صور,https://rukn-eltatawer.com/om/lizard-control-sur/,lizard-control-sur,lizard-control,sur,2262,1438,0.364,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 36%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1105,post,شركة تنسيق حدائق في صور,https://rukn-eltatawer.com/om/landscaping-sur/,landscaping-sur,landscaping,sur,2148,1236,0.425,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1601,post,شركة شحن دولي بري في صور,https://rukn-eltatawer.com/om/land-freight-sur/,land-freight-sur,land-freight,sur,2164,1377,0.364,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 36%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
985,post,شركة تركيب مطابخ في صور,https://rukn-eltatawer.com/om/kitchen-installation-sur/,kitchen-installation-sur,kitchen-installation,sur,2105,1217,0.422,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
78,post,شركة تنظيف فلل في نزوى,https://rukn-eltatawer.com/om/villa-cleaning-nizwa/,villa-cleaning-nizwa,villa-cleaning,nizwa,2213,1234,0.442,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
641,post,شركة تركيب وصيانة شفاطات مطابخ في صور,https://rukn-eltatawer.com/om/kitchen-hoods-sur/,kitchen-hoods-sur,kitchen-hoods,sur,2141,1317,0.385,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 38%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
857,post,شركة تركيب كربستون في صور,https://rukn-eltatawer.com/om/kerbstone-sur/,kerbstone-sur,kerbstone,sur,2146,1212,0.435,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
849,post,شركة تركيب انترلوك في صور,https://rukn-eltatawer.com/om/interlock-sur/,interlock-sur,interlock,sur,2155,1205,0.441,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1769,post,شركة تركيب إنارة داخلية وخارجية في صور,https://rukn-eltatawer.com/om/indoor-outdoor-lighting-installation-sur/,indoor-outdoor-lighting-installation-sur,indoor-outdoor-lighting-installation,sur,2228,1437,0.355,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 36%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1233,post,شركة نقل أثاث داخلي في صور,https://rukn-eltatawer.com/om/indoor-moving-sur/,indoor-moving-sur,indoor-moving,sur,2139,1411,0.34,0,20,13,1,,,,unexpanded_shortcodes|tel_in_content,Missing SEO Elements | Errors/Placeholders,Missing SEO Elements,"شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
77,post,شركة تنظيف فلل في صحار,https://rukn-eltatawer.com/om/villa-cleaning-sohar/,villa-cleaning-sohar,villa-cleaning,sohar,2186,1234,0.435,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1113,post,شركة تصميم حدائق داخلية في صور,https://rukn-eltatawer.com/om/indoor-garden-design-sur/,indoor-garden-design-sur,indoor-garden-design,sur,2170,1230,0.433,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 43%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
124,post,شركة تنظيف مستشفيات وعيادات في صور,https://rukn-eltatawer.com/om/hospital-clinic-cleaning-sur/,hospital-clinic-cleaning-sur,hospital-clinic-cleaning,sur,2222,1294,0.418,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1545,post,فني أنظمة صوت منزلية في صور,https://rukn-eltatawer.com/om/home-audio-tech-sur/,home-audio-tech-sur,home-audio-tech,sur,2226,1411,0.366,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 37%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1505,post,فني جبس بورد في صور,https://rukn-eltatawer.com/om/gypsum-tech-sur/,gypsum-tech-sur,gypsum-tech,sur,2153,1193,0.446,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 45%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
929,post,شركة تركيب جبس بورد في صور,https://rukn-eltatawer.com/om/gypsum-board-sur/,gypsum-board-sur,gypsum-board,sur,2194,1239,0.435,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 44%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
76,post,شركة تنظيف فلل في صلالة,https://rukn-eltatawer.com/om/villa-cleaning-salalah/,villa-cleaning-salalah,villa-cleaning,salalah,2223,1215,0.453,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 45%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1657,post,شركة ديكورات جبس بورد في صور,https://rukn-eltatawer.com/om/gypsum-board-decor-sur/,gypsum-board-decor-sur,gypsum-board-decor,sur,2211,1291,0.416,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 42%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
969,post,شركة تركيب فواصل زجاجية وألومنيوم في صور,https://rukn-eltatawer.com/om/glass-aluminium-partitions-sur/,glass-aluminium-partitions-sur,glass-aluminium-partitions,sur,2165,1326,0.388,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 39%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
977,post,شركة تركيب زجاج وألوميتال في صور,https://rukn-eltatawer.com/om/glass-alumetal-sur/,glass-alumetal-sur,glass-alumetal,sur,2098,1253,0.403,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 40%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
1185,post,شركة إنشاء جلسات حدائق في صور,https://rukn-eltatawer.com/om/garden-seating-sur/,garden-seating-sur,garden-seating,sur,2204,1262,0.427,0,20,13,1,,,,template_boilerplate|unexpanded_shortcodes|tel_in_content,Template/Boilerplate | Missing SEO Elements | Errors/Placeholders,Template/Boilerplate,"هيكل H2 مكرر على 1 مقالة، ونسبة الجمل المكررة 43%. شورت كود كيان غير مُفسَّر (أقسام ناقصة في HTML): [post_call], [post_features], [post_prices], [post_services], [post_steps]. ما زال هناك رابط اتصال هاتفي tel: داخل المحتوى."
